"","X","Date.Rptd","DR.NO","DATE.OCC","TIME.OCC","AREA","AREA.NAME","RD","Crm.Cd","Crm.Cd.Desc","Status","Status.Desc","LOCATION","Cross.Street","Location.1","latlong","lat","long","DateGone","MonthGone","Shade","lat.1","long.1","Shade1"
"413",413,"06/05/2014",141213841,"06/05/2014",800,12,"77th Street",1239,480,"BIKE - STOLEN","IC","Invest Cont","  800      W  60TH                         ST","","(33.9855, -118.287)","33.9855, -118.287",33.9855,-118.287,2014-06-05,"June","#B3DE69",33.9855,-118.287,"#FDBF6F"
"414",414,"06/04/2014",140113828,"06/04/2014",2220,1,"Central",101,480,"BIKE - STOLEN","IC","Invest Cont"," 1300      W  SUNSET                       BL","","(34.072, -118.2508)","34.072, -118.2508",34.072,-118.2508,2014-06-04,"June","#B3DE69",34.072,-118.2508,"#FDBF6F"
"415",415,"06/04/2014",140612999,"06/04/2014",730,6,"Hollywood",669,480,"BIKE - STOLEN","IC","Invest Cont","              FLEMISH                      LN","   OXFORD","(34.0911, -118.3079)","34.0911, -118.3079",34.0911,-118.3079,2014-06-04,"June","#B3DE69",34.0911,-118.3079,"#FDBF6F"
"416",416,"06/04/2014",141512035,"06/04/2014",1600,15,"N Hollywood",1516,480,"BIKE - STOLEN","IC","Invest Cont"," 6600         IRVINE                       AV","","(34.1903, -118.3856)","34.1903, -118.3856",34.1903,-118.3856,2014-06-04,"June","#B3DE69",34.1903,-118.3856,"#FDBF6F"
"417",417,"06/04/2014",142011235,"06/04/2014",510,20,"Olympic",2024,480,"BIKE - STOLEN","IC","Invest Cont","  500      S  WESTERN                      AV","","(34.0654, -118.3091)","34.0654, -118.3091",34.0654,-118.3091,2014-06-04,"June","#B3DE69",34.0654,-118.3091,"#FDBF6F"
"418",418,"06/04/2014",140709917,"06/03/2014",1000,7,"Wilshire",732,480,"BIKE - STOLEN","IC","Invest Cont"," 6300         ORANGE                       ST","","(34.0645, -118.3651)","34.0645, -118.3651",34.0645,-118.3651,2014-06-03,"June","#B3DE69",34.0645,-118.3651,"#FDBF6F"
"419",419,"06/04/2014",141111296,"06/03/2014",600,11,"Northeast",1105,480,"BIKE - STOLEN","IC","Invest Cont"," 2000         COLORADO                     BL","","(34.1392, -118.2106)","34.1392, -118.2106",34.1392,-118.2106,2014-06-03,"June","#B3DE69",34.1392,-118.2106,"#FDBF6F"
"420",420,"06/04/2014",141111308,"06/03/2014",2000,11,"Northeast",1148,480,"BIKE - STOLEN","IC","Invest Cont","  400         WREN                         DR","","(34.1028, -118.2086)","34.1028, -118.2086",34.1028,-118.2086,2014-06-03,"June","#B3DE69",34.1028,-118.2086,"#FDBF6F"
"421",421,"06/03/2014",141213707,"06/03/2014",800,12,"77th Street",1239,480,"BIKE - STOLEN","IC","Invest Cont","  800      W  60TH                         ST","","(33.9855, -118.287)","33.9855, -118.287",33.9855,-118.287,2014-06-03,"June","#B3DE69",33.9855,-118.287,"#FDBF6F"
"422",422,"06/08/2014",141913388,"06/03/2014",1200,19,"Mission",1913,480,"BIKE - STOLEN","AA","Adult Arrest","14600         NURMI                        ST","","(34.308, -118.4509)","34.308, -118.4509",34.308,-118.4509,2014-06-03,"June","#B3DE69",34.308,-118.4509,"#FDBF6F"
"423",423,"06/03/2014",140709858,"06/02/2014",1130,7,"Wilshire",735,480,"BIKE - STOLEN","IC","Invest Cont","  600      S  COCHRAN                      AV","","(34.0649, -118.3472)","34.0649, -118.3472",34.0649,-118.3472,2014-06-02,"June","#B3DE69",34.0649,-118.3472,"#FDBF6F"
"424",424,"06/04/2014",141111356,"06/02/2014",1200,11,"Northeast",1162,480,"BIKE - STOLEN","IC","Invest Cont"," 4600         LA MIRADA                    AV","","(34.0945, -118.2903)","34.0945, -118.2903",34.0945,-118.2903,2014-06-02,"June","#B3DE69",34.0945,-118.2903,"#FDBF6F"
"425",425,"06/02/2014",142011105,"06/02/2014",1740,20,"Olympic",2055,480,"BIKE - STOLEN","IC","Invest Cont"," 1000         FEDORA                       ST","","(34.0526, -118.2979)","34.0526, -118.2979",34.0526,-118.2979,2014-06-02,"June","#B3DE69",34.0526,-118.2979,"#FDBF6F"
"426",426,"06/01/2014",140409861,"06/01/2014",1115,4,"Hollenbeck",453,480,"BIKE - STOLEN","IC","Invest Cont"," 1700      E  CESAR E CHAVEZ               AV","","(34.0512, -118.2176)","34.0512, -118.2176",34.0512,-118.2176,2014-06-01,"June","#B3DE69",34.0512,-118.2176,"#FDBF6F"
"427",427,"07/10/2014",140615114,"06/01/2014",500,6,"Hollywood",638,480,"BIKE - STOLEN","IC","Invest Cont"," 5500         HOLLYWOOD                    BL","","(34.1017, -118.3093)","34.1017, -118.3093",34.1017,-118.3093,2014-06-01,"June","#B3DE69",34.1017,-118.3093,"#FDBF6F"
"428",428,"06/05/2014",141111403,"06/01/2014",1853,11,"Northeast",1161,480,"BIKE - STOLEN","IC","Invest Cont"," 4900         SANTA MONICA                 BL","","(34.0909, -118.2961)","34.0909, -118.2961",34.0909,-118.2961,2014-06-01,"June","#B3DE69",34.0909,-118.2961,"#FDBF6F"
"429",429,"06/02/2014",141213574,"06/01/2014",2340,12,"77th Street",1213,480,"BIKE - STOLEN","IC","Invest Cont"," 5400      S  WESTERN                      AV","","(33.9933, -118.3089)","33.9933, -118.3089",33.9933,-118.3089,2014-06-01,"June","#B3DE69",33.9933,-118.3089,"#FDBF6F"
"430",430,"06/01/2014",142011074,"06/01/2014",1810,20,"Olympic",2026,480,"BIKE - STOLEN","IC","Invest Cont","  300      S  BERENDO                      ST","","(34.0691, -118.2941)","34.0691, -118.2941",34.0691,-118.2941,2014-06-01,"June","#B3DE69",34.0691,-118.2941,"#FDBF6F"
"431",431,"05/31/2014",140211791,"05/31/2014",1400,2,"Rampart",256,480,"BIKE - STOLEN","IC","Invest Cont","  600      S  BONNIE BRAE                  ST","","(34.0585, -118.2725)","34.0585, -118.2725",34.0585,-118.2725,2014-05-31,"May","#D9D9D9",34.0585,-118.2725,"#CAB2D6"
"432",432,"07/27/2014",140412152,"05/31/2014",1,4,"Hollenbeck",406,480,"BIKE - STOLEN","IC","Invest Cont"," 4200         VIA ARBOLADA","","(34.096, -118.185)","34.096, -118.185",34.096,-118.185,2014-05-31,"May","#D9D9D9",34.096,-118.185,"#CAB2D6"
"433",433,"06/04/2014",141111357,"05/31/2014",200,11,"Northeast",1109,480,"BIKE - STOLEN","IC","Invest Cont","              COLORADO","   TOWNSEND","(34.1395, -118.2015)","34.1395, -118.2015",34.1395,-118.2015,2014-05-31,"May","#D9D9D9",34.1395,-118.2015,"#CAB2D6"
"434",434,"06/22/2014",141112236,"05/31/2014",2000,11,"Northeast",1105,480,"BIKE - STOLEN","IC","Invest Cont"," 5100         WINDERMERE                   AV","","(34.1397, -118.2174)","34.1397, -118.2174",34.1397,-118.2174,2014-05-31,"May","#D9D9D9",34.1397,-118.2174,"#CAB2D6"
"435",435,"05/31/2014",142010997,"05/31/2014",430,20,"Olympic",2071,480,"BIKE - STOLEN","IC","Invest Cont","              GRAMERCY                     PL","   VENICE                       BL","(34.0445, -118.313)","34.0445, -118.313",34.0445,-118.313,2014-05-31,"May","#D9D9D9",34.0445,-118.313,"#CAB2D6"
"436",436,"06/01/2014",141312256,"05/30/2014",2100,13,"Newton",1313,480,"BIKE - STOLEN","IC","Invest Cont","              16TH                         ST","   MAPLE                        AV","(34.0316, -118.2589)","34.0316, -118.2589",34.0316,-118.2589,2014-05-30,"May","#D9D9D9",34.0316,-118.2589,"#CAB2D6"
"437",437,"05/30/2014",141111101,"05/29/2014",1200,11,"Northeast",1163,480,"BIKE - STOLEN","IC","Invest Cont"," 1200      N  EDGEMONT                     ST","","(34.0934, -118.2961)","34.0934, -118.2961",34.0934,-118.2961,2014-05-29,"May","#D9D9D9",34.0934,-118.2961,"#CAB2D6"
"438",438,"05/29/2014",140113437,"05/28/2014",1545,1,"Central",139,480,"BIKE - STOLEN","IC","Invest Cont","  600         TRACTION                     AV","","(34.0463, -118.2371)","34.0463, -118.2371",34.0463,-118.2371,2014-05-28,"May","#D9D9D9",34.0463,-118.2371,"#CAB2D6"
"439",439,"06/02/2014",140211894,"05/28/2014",845,2,"Rampart",236,480,"BIKE - STOLEN","IC","Invest Cont"," 1800         BEVERLY                      BL","","(34.0652, -118.267)","34.0652, -118.267",34.0652,-118.267,2014-05-28,"May","#D9D9D9",34.0652,-118.267,"#CAB2D6"
"440",440,"06/05/2014",141111424,"05/28/2014",1600,11,"Northeast",1118,480,"BIKE - STOLEN","IC","Invest Cont"," 5600         BALTIMORE                    ST","","(34.1174, -118.1972)","34.1174, -118.1972",34.1174,-118.1972,2014-05-28,"May","#D9D9D9",34.1174,-118.1972,"#CAB2D6"
"441",441,"05/28/2014",142010876,"05/28/2014",800,20,"Olympic",2029,480,"BIKE - STOLEN","IC","Invest Cont","  400      S  WESTMORELAND                 AV","","(34.0668, -118.2884)","34.0668, -118.2884",34.0668,-118.2884,2014-05-28,"May","#D9D9D9",34.0668,-118.2884,"#CAB2D6"
"442",442,"05/27/2014",140211547,"05/27/2014",230,2,"Rampart",245,480,"BIKE - STOLEN","IC","Invest Cont","              7TH                          ST","   ALVARADO                     ST","(34.059, -118.2823)","34.059, -118.2823",34.059,-118.2823,2014-05-27,"May","#D9D9D9",34.059,-118.2823,"#CAB2D6"
"443",443,"05/29/2014",140612627,"05/27/2014",2155,6,"Hollywood",678,480,"BIKE - STOLEN","IC","Invest Cont","  900      N  SERRANO                      AV","","(34.0863, -118.3064)","34.0863, -118.3064",34.0863,-118.3064,2014-05-27,"May","#D9D9D9",34.0863,-118.3064,"#CAB2D6"
"444",444,"05/28/2014",141110977,"05/27/2014",2200,11,"Northeast",1181,480,"BIKE - STOLEN","IC","Invest Cont"," 1900      W  SUNSET                       BL","","(34.0781, -118.2609)","34.0781, -118.2609",34.0781,-118.2609,2014-05-27,"May","#D9D9D9",34.0781,-118.2609,"#CAB2D6"
"445",445,"06/08/2014",141111518,"05/27/2014",800,11,"Northeast",1107,480,"BIKE - STOLEN","IC","Invest Cont"," 1500         YOSEMITE                     DR","","(34.1328, -118.1981)","34.1328, -118.1981",34.1328,-118.1981,2014-05-27,"May","#D9D9D9",34.1328,-118.1981,"#CAB2D6"
"446",446,"06/27/2014",141513225,"05/27/2014",1200,15,"N Hollywood",1535,480,"BIKE - STOLEN","IC","Invest Cont","11400         HATTERAS                     ST","","(34.1758, -118.379)","34.1758, -118.379",34.1758,-118.379,2014-05-27,"May","#D9D9D9",34.1758,-118.379,"#CAB2D6"
"447",447,"05/27/2014",141912437,"05/27/2014",900,19,"Mission",1987,480,"BIKE - STOLEN","IC","Invest Cont","14000         OSBORNE                      ST","","(34.233, -118.4386)","34.233, -118.4386",34.233,-118.4386,2014-05-27,"May","#D9D9D9",34.233,-118.4386,"#CAB2D6"
"448",448,"05/27/2014",142010809,"05/27/2014",900,20,"Olympic",2036,480,"BIKE - STOLEN","IC","Invest Cont"," 3200         WILSHIRE                     BL","","(34.0618, -118.2916)","34.0618, -118.2916",34.0618,-118.2916,2014-05-27,"May","#D9D9D9",34.0618,-118.2916,"#CAB2D6"
"449",449,"06/04/2014",140313134,"05/26/2014",1700,3,"Southwest",396,480,"BIKE - STOLEN","IC","Invest Cont","              42ND","   VERMONT","(34.0064, -118.2915)","34.0064, -118.2915",34.0064,-118.2915,2014-05-26,"May","#D9D9D9",34.0064,-118.2915,"#CAB2D6"
"450",450,"05/26/2014",140612431,"05/26/2014",1410,6,"Hollywood",666,480,"BIKE - STOLEN","IC","Invest Cont","              VINE                         ST","   DE LONGPRE                   AV","(34.0976, -118.3267)","34.0976, -118.3267",34.0976,-118.3267,2014-05-26,"May","#D9D9D9",34.0976,-118.3267,"#CAB2D6"
"451",451,"05/27/2014",140709534,"05/26/2014",1430,7,"Wilshire",733,480,"BIKE - STOLEN","IC","Invest Cont"," 5900         WILSHIRE                     BL","","(34.0626, -118.3578)","34.0626, -118.3578",34.0626,-118.3578,2014-05-26,"May","#D9D9D9",34.0626,-118.3578,"#CAB2D6"
"452",452,"05/28/2014",140709637,"05/25/2014",1400,7,"Wilshire",726,480,"BIKE - STOLEN","IC","Invest Cont"," 7200         BEVERLY                      BL","","(34.0762, -118.3462)","34.0762, -118.3462",34.0762,-118.3462,2014-05-25,"May","#D9D9D9",34.0762,-118.3462,"#CAB2D6"
"453",453,"06/18/2014",141214610,"05/25/2014",1400,12,"77th Street",1215,480,"BIKE - STOLEN","IC","Invest Cont","              54TH                         ST","   VERMONT","(33.9933, -118.3024)","33.9933, -118.3024",33.9933,-118.3024,2014-05-25,"May","#D9D9D9",33.9933,-118.3024,"#CAB2D6"
"454",454,"05/24/2014",140709445,"05/24/2014",400,7,"Wilshire",727,480,"BIKE - STOLEN","IC","Invest Cont","  100      N  SYCAMORE                     AV","","(34.0736, -118.343)","34.0736, -118.343",34.0736,-118.343,2014-05-24,"May","#D9D9D9",34.0736,-118.343,"#CAB2D6"
"455",455,"05/27/2014",141110953,"05/24/2014",1200,11,"Northeast",1143,480,"BIKE - STOLEN","IC","Invest Cont"," 4300         MELBOURNE                    AV","","(34.1036, -118.283)","34.1036, -118.283",34.1036,-118.283,2014-05-24,"May","#D9D9D9",34.1036,-118.283,"#CAB2D6"
"456",456,"05/31/2014",140113560,"05/23/2014",1800,1,"Central",111,480,"BIKE - STOLEN","IC","Invest Cont","  500      N  FIGUEROA                     ST","","(34.0617, -118.2469)","34.0617, -118.2469",34.0617,-118.2469,2014-05-23,"May","#D9D9D9",34.0617,-118.2469,"#CAB2D6"
"457",457,"05/24/2014",140113076,"05/22/2014",1100,1,"Central",163,480,"BIKE - STOLEN","IC","Invest Cont","  800      S  BROADWAY","","(34.0438, -118.2547)","34.0438, -118.2547",34.0438,-118.2547,2014-05-22,"May","#D9D9D9",34.0438,-118.2547,"#CAB2D6"
"458",458,"06/16/2014",140710398,"05/22/2014",1400,7,"Wilshire",721,480,"BIKE - STOLEN","JA","Juv Arrest","  100      S  ALMONT                       DR","","(34.0753, -118.3877)","34.0753, -118.3877",34.0753,-118.3877,2014-05-22,"May","#D9D9D9",34.0753,-118.3877,"#CAB2D6"
"459",459,"05/22/2014",142000585,"05/22/2014",2210,20,"Olympic",2044,480,"BIKE - STOLEN","AA","Adult Arrest","              ARDMORE","   WILSHIRE","(34.0618, -118.302)","34.0618, -118.302",34.0618,-118.302,2014-05-22,"May","#D9D9D9",34.0618,-118.302,"#CAB2D6"
"460",460,"05/23/2014",142010606,"05/22/2014",900,20,"Olympic",2081,480,"BIKE - STOLEN","IC","Invest Cont"," 1600      S  WESTERN                      AV","","(34.0436, -118.309)","34.0436, -118.309",34.0436,-118.309,2014-05-22,"May","#D9D9D9",34.0436,-118.309,"#CAB2D6"
"461",461,"05/25/2014",140211468,"05/21/2014",2230,2,"Rampart",205,480,"BIKE - STOLEN","IC","Invest Cont"," 2900         BELLEVUE                     AV","","(34.0769, -118.2758)","34.0769, -118.2758",34.0769,-118.2758,2014-05-21,"May","#D9D9D9",34.0769,-118.2758,"#CAB2D6"
"462",462,"05/27/2014",140211570,"05/21/2014",1200,2,"Rampart",269,480,"BIKE - STOLEN","IC","Invest Cont","  700      S  BIXEL                        ST","","(34.0509, -118.2642)","34.0509, -118.2642",34.0509,-118.2642,2014-05-21,"May","#D9D9D9",34.0509,-118.2642,"#CAB2D6"
"463",463,"06/05/2014",140212074,"05/21/2014",5,2,"Rampart",245,480,"BIKE - STOLEN","IC","Invest Cont","              WILSHIRE                     BL","   ALVARADO","(34.0603, -118.281)","34.0603, -118.281",34.0603,-118.281,2014-05-21,"May","#D9D9D9",34.0603,-118.281,"#CAB2D6"
"464",464,"05/21/2014",140709344,"05/21/2014",905,7,"Wilshire",764,480,"BIKE - STOLEN","IC","Invest Cont","              RIMPAU","   VENICE                       BL","(34.0466, -118.3405)","34.0466, -118.3405",34.0466,-118.3405,2014-05-21,"May","#D9D9D9",34.0466,-118.3405,"#CAB2D6"
"465",465,"05/22/2014",141212817,"05/21/2014",1900,12,"77th Street",1203,480,"BIKE - STOLEN","IC","Invest Cont"," 5100      S  SAINT ANDREWS                PL","","(33.997, -118.3113)","33.997, -118.3113",33.997,-118.3113,2014-05-21,"May","#D9D9D9",33.997,-118.3113,"#CAB2D6"
"466",466,"05/20/2014",140112795,"05/20/2014",1600,1,"Central",155,480,"BIKE - STOLEN","IC","Invest Cont","              5TH","   MAPLE                        AV","(34.0454, -118.2466)","34.0454, -118.2466",34.0454,-118.2466,2014-05-20,"May","#D9D9D9",34.0454,-118.2466,"#CAB2D6"
"467",467,"06/09/2014",140114130,"05/19/2014",1720,1,"Central",138,480,"BIKE - STOLEN","IC","Invest Cont","  200      S  SAN PEDRO                    ST","","(34.0493, -118.2418)","34.0493, -118.2418",34.0493,-118.2418,2014-05-19,"May","#D9D9D9",34.0493,-118.2418,"#CAB2D6"
"468",468,"05/20/2014",140211152,"05/19/2014",1630,2,"Rampart",245,480,"BIKE - STOLEN","IC","Invest Cont","              ALVARADO                     ST","   WILSHIRE                     BL","(34.0569, -118.2766)","34.0569, -118.2766",34.0569,-118.2766,2014-05-19,"May","#D9D9D9",34.0569,-118.2766,"#CAB2D6"
"469",469,"05/20/2014",140211193,"05/19/2014",2300,2,"Rampart",201,480,"BIKE - STOLEN","IC","Invest Cont"," 4700         WILLOW BROOK                 AV","","(34.0895, -118.2939)","34.0895, -118.2939",34.0895,-118.2939,2014-05-19,"May","#D9D9D9",34.0895,-118.2939,"#CAB2D6"
"470",470,"05/20/2014",141110651,"05/19/2014",405,11,"Northeast",1136,480,"BIKE - STOLEN","IC","Invest Cont"," 4000         EAGLE ROCK                   BL","","(34.1201, -118.2289)","34.1201, -118.2289",34.1201,-118.2289,2014-05-19,"May","#D9D9D9",34.1201,-118.2289,"#CAB2D6"
"471",471,"05/20/2014",141110658,"05/19/2014",1945,11,"Northeast",1171,480,"BIKE - STOLEN","IC","Invest Cont"," 3300         HAMILTON                     WY","","(34.0865, -118.2744)","34.0865, -118.2744",34.0865,-118.2744,2014-05-19,"May","#D9D9D9",34.0865,-118.2744,"#CAB2D6"
"472",472,"05/20/2014",142010444,"05/19/2014",1700,20,"Olympic",2001,480,"BIKE - STOLEN","IC","Invest Cont","  600      N  PLYMOUTH                     BL","","(34.0817, -118.3206)","34.0817, -118.3206",34.0817,-118.3206,2014-05-19,"May","#D9D9D9",34.0817,-118.3206,"#CAB2D6"
"473",473,"05/18/2014",140112668,"05/18/2014",1100,1,"Central",153,480,"BIKE - STOLEN","IC","Invest Cont","  200      W  6TH                          ST","","(34.046, -118.2509)","34.046, -118.2509",34.046,-118.2509,2014-05-18,"May","#D9D9D9",34.046,-118.2509,"#CAB2D6"
"474",474,"05/19/2014",140112704,"05/18/2014",1530,1,"Central",161,480,"BIKE - STOLEN","IC","Invest Cont","  800      S  FIGUEROA                     ST","","(34.0479, -118.2612)","34.0479, -118.2612",34.0479,-118.2612,2014-05-18,"May","#D9D9D9",34.0479,-118.2612,"#CAB2D6"
"475",475,"05/19/2014",140611889,"05/18/2014",2200,6,"Hollywood",646,480,"BIKE - STOLEN","IC","Invest Cont"," 6700         LELAND                       WY","","(34.0967, -118.3366)","34.0967, -118.3366",34.0967,-118.3366,2014-05-18,"May","#D9D9D9",34.0967,-118.3366,"#CAB2D6"
"476",476,"05/18/2014",141110533,"05/18/2014",855,11,"Northeast",1127,480,"BIKE - STOLEN","IC","Invest Cont"," 6400      N  FIGUEROA                     ST","","(34.1179, -118.1835)","34.1179, -118.1835",34.1179,-118.1835,2014-05-18,"May","#D9D9D9",34.1179,-118.1835,"#CAB2D6"
"477",477,"05/20/2014",140211145,"05/17/2014",515,2,"Rampart",251,480,"BIKE - STOLEN","IC","Invest Cont","  500      S  RAMPART                      BL","","(34.0636, -118.2805)","34.0636, -118.2805",34.0636,-118.2805,2014-05-17,"May","#D9D9D9",34.0636,-118.2805,"#CAB2D6"
"478",478,"05/28/2014",141111001,"05/17/2014",1930,11,"Northeast",1149,480,"BIKE - STOLEN","IC","Invest Cont","  100      N  AVENUE 52","","(34.1063, -118.1995)","34.1063, -118.1995",34.1063,-118.1995,2014-05-17,"May","#D9D9D9",34.1063,-118.1995,"#CAB2D6"
"479",479,"05/23/2014",140113039,"05/16/2014",1100,1,"Central",152,480,"BIKE - STOLEN","IC","Invest Cont","  700         WILSHIRE                     BL","","(34.0487, -118.2571)","34.0487, -118.2571",34.0487,-118.2571,2014-05-16,"May","#D9D9D9",34.0487,-118.2571,"#CAB2D6"
"480",480,"05/17/2014",140709130,"05/16/2014",1000,7,"Wilshire",719,480,"BIKE - STOLEN","IC","Invest Cont","  600      N  LARCHMONT                    BL","","(34.0817, -118.3237)","34.0817, -118.3237",34.0817,-118.3237,2014-05-16,"May","#D9D9D9",34.0817,-118.3237,"#CAB2D6"
"481",481,"05/18/2014",140709168,"05/16/2014",1450,7,"Wilshire",734,480,"BIKE - STOLEN","IC","Invest Cont","              3RD                          ST","   FAIRFAX                      AV","(34.0715, -118.3604)","34.0715, -118.3604",34.0715,-118.3604,2014-05-16,"May","#D9D9D9",34.0715,-118.3604,"#CAB2D6"
"482",482,"05/15/2014",140112557,"05/15/2014",1745,1,"Central",111,480,"BIKE - STOLEN","IC","Invest Cont","  600      N  MAIN                         ST","","(34.0565, -118.2395)","34.0565, -118.2395",34.0565,-118.2395,2014-05-15,"May","#D9D9D9",34.0565,-118.2395,"#CAB2D6"
"483",483,"05/27/2014",140312581,"05/15/2014",800,3,"Southwest",328,480,"BIKE - STOLEN","IC","Invest Cont"," 3000         ROYAL                        ST","","(34.0263, -118.2808)","34.0263, -118.2808",34.0263,-118.2808,2014-05-15,"May","#D9D9D9",34.0263,-118.2808,"#CAB2D6"
