"","indegree","outdegree","eigen","isgg","mengg","decgg","ggtot","broadgg"
"457",23,5,0.0995116779150863,0,0,0,0,FALSE
"458",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"459",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"460",0,2,4.76217882540983e-19,1,0,0,1,TRUE
"461",0,2,4.76217882540983e-19,1,1,0,2,TRUE
"462",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"463",0,17,4.76217882540983e-19,0,1,0,1,TRUE
"464",1,0,6.07411279104894e-19,0,0,0,0,FALSE
"465",26,7,0.174023459574341,0,0,0,0,FALSE
"466",5,1,0.0896286811686704,0,0,0,0,FALSE
"467",4,2,0.0675104580567343,0,0,0,0,FALSE
"468",1,1,9.9395271315744e-19,0,0,0,0,FALSE
"469",0,3,4.76217882540983e-19,0,1,1,2,TRUE
"470",0,2,4.76217882540983e-19,0,1,0,1,TRUE
"471",0,2,4.76217882540983e-19,0,0,1,1,TRUE
"472",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"473",8,1,0.0283899170150552,0,0,0,0,FALSE
"474",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"475",0,6,4.76217882540983e-19,0,1,1,2,TRUE
"476",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"477",0,7,4.76217882540983e-19,1,0,0,1,TRUE
"478",1,16,1.4043946155891e-18,0,1,0,1,TRUE
"479",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"480",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"481",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"482",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"483",27,1,0.133918989559075,1,0,0,1,TRUE
"484",1,2,3.0276414424976e-19,0,0,0,0,FALSE
"485",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"486",1,4,3.76096832404889e-19,0,1,0,1,TRUE
"487",0,1,4.76217882540983e-19,1,0,0,1,TRUE
"488",0,4,4.76217882540983e-19,0,0,0,0,FALSE
"489",24,1,0.107749061702272,0,0,0,0,FALSE
"490",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"491",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"492",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"493",5,1,0.0470366712336296,0,1,1,2,TRUE
"494",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"495",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"496",5,1,0.0629473537711655,0,0,0,0,FALSE
"497",18,23,0.0585658909389928,1,0,0,1,TRUE
"498",1,0,0.0064297828758194,0,0,1,1,TRUE
"499",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"500",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"501",7,1,0.0654120319014056,0,1,0,1,TRUE
"502",0,2,4.76217882540983e-19,0,1,0,1,TRUE
"503",0,1,4.76217882540983e-19,1,0,0,1,TRUE
"504",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"505",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"506",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"507",0,5,4.76217882540983e-19,0,0,1,1,TRUE
"508",10,3,0.0863873543917025,0,0,0,0,FALSE
"509",0,2,4.76217882540983e-19,0,1,0,1,TRUE
"510",1,0,0.0149392555207146,0,0,0,0,FALSE
"511",1,0,0.0149392555207146,0,0,0,0,FALSE
"512",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"513",0,10,4.76217882540983e-19,0,0,0,0,FALSE
"514",4,1,0.0592550893083436,0,0,0,0,FALSE
"515",8,2,0.052749641300444,0,0,0,0,FALSE
"516",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"517",0,19,4.76217882540983e-19,0,0,0,0,FALSE
"518",9,11,0.167670131671928,0,0,0,0,FALSE
"519",64,8,0.181830877061396,0,0,0,0,FALSE
"520",0,3,4.76217882540983e-19,0,0,0,0,FALSE
"521",1,0,1.04724833342662e-18,0,0,0,0,FALSE
"522",0,1,4.76217882540983e-19,1,0,0,1,TRUE
"523",0,6,4.76217882540983e-19,0,0,0,0,FALSE
"524",4,1,0.0469584079579423,0,0,0,0,FALSE
"525",0,1,4.76217882540983e-19,0,0,1,1,TRUE
"526",0,2,4.76217882540983e-19,0,1,0,1,TRUE
"527",0,1,4.76217882540983e-19,0,0,1,1,TRUE
"528",9,4,0.0378749944946636,0,0,1,1,TRUE
"529",0,2,4.76217882540983e-19,0,1,0,1,TRUE
"530",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"531",3,1,7.43078822368299e-19,0,0,0,0,FALSE
"532",3,0,0.0653842926485835,0,0,0,0,FALSE
"533",0,1,4.76217882540983e-19,0,0,1,1,TRUE
"534",0,4,4.76217882540983e-19,0,0,0,0,FALSE
"535",1,1,8.6869655405953e-19,0,0,0,0,FALSE
"536",0,3,4.76217882540983e-19,0,0,0,0,FALSE
"537",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"538",0,2,4.76217882540983e-19,0,1,0,1,TRUE
"539",0,5,4.76217882540983e-19,0,0,0,0,FALSE
"540",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"541",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"542",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"543",0,1,4.76217882540983e-19,1,0,0,1,TRUE
"544",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"545",1,6,7.76855248830765e-20,0,0,1,1,TRUE
"546",0,8,4.76217882540983e-19,0,0,1,1,TRUE
"547",3,5,0.052749641300444,0,0,0,0,FALSE
"548",0,2,4.76217882540983e-19,0,1,0,1,TRUE
"549",0,4,4.76217882540983e-19,0,0,1,1,TRUE
"550",2,4,0.0131233410287794,0,0,0,0,FALSE
"551",1,1,1.94488602045686e-18,0,0,0,0,FALSE
"552",0,4,4.76217882540983e-19,1,0,0,1,TRUE
"553",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"554",1,1,7.45059738884363e-19,0,0,0,0,FALSE
"555",2,2,0.0147608167562902,0,0,0,0,FALSE
"556",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"557",0,3,4.76217882540983e-19,1,0,1,2,TRUE
"558",0,1,4.76217882540983e-19,1,0,1,2,TRUE
"559",1,1,9.19351114517222e-19,0,0,0,0,FALSE
"560",0,2,4.76217882540983e-19,0,1,0,1,TRUE
"561",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"562",1,3,3.37973475433458e-19,0,0,0,0,FALSE
"563",1,1,8.48824886969778e-19,0,0,0,0,FALSE
"564",0,4,4.76217882540983e-19,0,1,0,1,TRUE
"565",0,2,4.76217882540983e-19,0,1,0,1,TRUE
"566",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"567",0,5,4.76217882540983e-19,0,1,0,1,TRUE
"568",3,6,0.0277797186992732,0,0,0,0,FALSE
"569",3,4,0.0277797186992732,0,1,0,1,TRUE
"570",0,3,4.76217882540983e-19,0,0,0,0,FALSE
"571",0,2,4.76217882540983e-19,0,0,1,1,TRUE
"572",14,2,0.0845988975639992,1,0,0,1,TRUE
"573",0,2,4.76217882540983e-19,0,1,1,2,TRUE
"574",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"575",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"576",1,21,9.15678326242586e-19,0,0,0,0,FALSE
"577",6,7,0.0646627578282245,0,0,0,0,FALSE
"578",1,8,4.70205852410825e-19,0,0,0,0,FALSE
"579",1,4,8.03400436743973e-21,0,0,0,0,FALSE
"580",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"581",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"582",1,1,7.40792915636718e-19,0,0,0,0,FALSE
"583",1,1,8.80350924008503e-19,0,0,0,0,FALSE
"584",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"585",0,5,4.76217882540983e-19,0,0,0,0,FALSE
"586",0,10,4.76217882540983e-19,0,1,0,1,TRUE
"587",1,1,6.41565663585357e-19,0,0,0,0,FALSE
"588",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"589",4,6,0.0266813273975049,0,0,0,0,FALSE
"590",0,4,4.76217882540983e-19,0,0,0,0,FALSE
"591",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"592",3,1,0.00650544800789961,0,0,0,0,FALSE
"593",1,1,1.55531074969808e-18,0,0,0,0,FALSE
"594",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"595",1,1,1.44120142568621e-18,0,0,0,0,FALSE
"596",0,10,4.76217882540983e-19,1,0,0,1,TRUE
"597",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"598",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"599",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"600",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"601",1,1,1.41429210537372e-18,0,0,0,0,FALSE
"602",0,8,4.76217882540983e-19,0,0,0,0,FALSE
"603",6,2,0.105160616495913,0,1,0,1,TRUE
"604",2,56,1.28935144236166e-18,1,0,0,1,TRUE
"605",0,3,4.76217882540983e-19,0,0,0,0,FALSE
"606",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"607",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"608",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"609",1,1,1.39420669448543e-18,0,0,0,0,FALSE
"610",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"611",15,1,0,0,1,0,1,TRUE
"612",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"613",0,1,4.76217882540983e-19,1,1,0,2,TRUE
"614",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"615",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"616",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"617",1,1,8.82555610229814e-19,0,0,0,0,FALSE
"618",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"619",0,4,4.76217882540983e-19,0,0,1,1,TRUE
"620",1,2,1.01474249732192e-18,0,0,0,0,FALSE
"621",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"622",0,4,4.76217882540983e-19,0,0,1,1,TRUE
"623",3,22,1.41971574760282e-18,0,1,0,1,TRUE
"624",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"625",0,5,4.76217882540983e-19,0,0,0,0,FALSE
"626",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"627",0,3,4.76217882540983e-19,0,0,0,0,FALSE
"628",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"629",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"630",2,1,0.00214841079724788,0,0,0,0,FALSE
"631",3,5,0.0174204603254398,0,0,0,0,FALSE
"632",0,2,4.76217882540983e-19,0,1,0,1,TRUE
"633",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"634",0,2,4.76217882540983e-19,0,0,1,1,TRUE
"635",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"636",0,5,4.76217882540983e-19,0,0,0,0,FALSE
"637",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"638",0,1,4.76217882540983e-19,0,0,1,1,TRUE
"639",1,1,0,0,0,0,0,FALSE
"640",1,1,0,0,0,0,0,FALSE
"641",1,2,8.22563570872831e-19,0,0,0,0,FALSE
"642",1,6,0,1,0,1,2,TRUE
"643",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"644",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"645",0,1,4.76217882540983e-19,0,1,1,2,TRUE
"646",0,9,4.76217882540983e-19,0,0,0,0,FALSE
"647",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"648",1,1,0,0,0,0,0,FALSE
"649",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"650",0,3,4.76217882540983e-19,0,0,1,1,TRUE
"651",1,1,0,0,0,0,0,FALSE
"652",0,5,4.76217882540983e-19,0,1,1,2,TRUE
"653",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"654",0,6,4.76217882540983e-19,0,0,1,1,TRUE
"655",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"656",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"657",0,4,4.76217882540983e-19,0,0,0,0,FALSE
"658",0,5,4.76217882540983e-19,0,0,1,1,TRUE
"659",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"660",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"661",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"662",1,1,6.71110944095891e-19,0,0,0,0,FALSE
"663",1,1,9.60767228569102e-19,0,0,0,0,FALSE
"664",1,4,1.17981115868982e-18,0,0,0,0,FALSE
"665",0,10,4.76217882540983e-19,0,1,0,1,TRUE
"666",1,1,1.44086998414234e-19,0,0,0,0,FALSE
"667",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"668",0,1,4.76217882540983e-19,0,0,1,1,TRUE
"669",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"670",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"671",0,5,4.76217882540983e-19,0,0,0,0,FALSE
"672",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"673",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"674",14,1,0.0804259006949968,0,0,0,0,FALSE
"675",2,2,0.00889019766646975,0,1,0,1,TRUE
"676",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"677",0,6,4.76217882540983e-19,0,0,0,0,FALSE
"678",1,1,7.74327760410727e-19,0,0,0,0,FALSE
"679",0,4,4.76217882540983e-19,1,0,0,1,TRUE
"680",0,1,4.76217882540983e-19,1,0,0,1,TRUE
"681",0,1,4.76217882540983e-19,0,1,1,2,TRUE
"682",9,3,0.0823180710302706,1,0,1,2,TRUE
"683",1,2,1.24095873712528e-18,0,0,1,1,TRUE
"684",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"685",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"686",1,1,1.04223198699175e-18,0,0,0,0,FALSE
"687",0,6,4.76217882540983e-19,0,0,0,0,FALSE
"688",7,1,0.106268828341977,0,0,1,1,TRUE
"689",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"690",0,1,4.76217882540983e-19,0,1,1,2,TRUE
"691",1,1,6.93872365479787e-19,0,0,1,1,TRUE
"692",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"693",0,3,4.76217882540983e-19,0,0,0,0,FALSE
"694",2,26,0.0203553438361247,0,0,1,1,TRUE
"695",6,1,0.0988081309718134,0,0,0,0,FALSE
"696",4,4,0.0751622626148186,0,0,0,0,FALSE
"697",3,4,0.00251036078623941,0,0,0,0,FALSE
"698",0,2,4.76217882540983e-19,0,0,1,1,TRUE
"699",0,3,4.76217882540983e-19,0,0,0,0,FALSE
"700",0,7,4.76217882540983e-19,1,1,0,2,TRUE
"701",0,6,4.76217882540983e-19,0,0,1,1,TRUE
"702",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"703",0,1,4.76217882540983e-19,1,0,0,1,TRUE
"704",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"705",1,1,1.08279232591015e-18,0,0,0,0,FALSE
"706",1,3,1.16491319460059e-18,0,0,0,0,FALSE
"707",2,1,1.3683969708251e-18,0,0,0,0,FALSE
"708",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"709",0,4,4.76217882540983e-19,0,0,0,0,FALSE
"710",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"711",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"712",2,2,1.0891411246804e-18,0,0,0,0,FALSE
"713",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"714",0,3,4.76217882540983e-19,1,0,0,1,TRUE
"715",0,2,4.76217882540983e-19,0,0,1,1,TRUE
"716",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"717",0,1,4.76217882540983e-19,1,0,0,1,TRUE
"718",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"719",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"720",11,1,0.0107005598221034,0,0,0,0,FALSE
"721",0,1,4.76217882540983e-19,1,0,0,1,TRUE
"722",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"723",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"724",0,2,4.76217882540983e-19,0,1,0,1,TRUE
"725",25,2,0.0758523960867597,1,1,0,2,TRUE
"726",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"727",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"728",1,2,9.43492911270664e-19,0,0,0,0,FALSE
"729",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"730",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"731",0,9,4.76217882540983e-19,0,0,0,0,FALSE
"732",5,41,0.0826884903641408,0,0,1,1,TRUE
"733",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"734",1,1,1.50824173079486e-18,1,0,0,1,TRUE
"735",1,1,3.19082427347539e-19,0,0,0,0,FALSE
"736",1,3,1.06288535482972e-18,0,0,0,0,FALSE
"737",3,4,0.0351161605924149,0,1,0,1,TRUE
"738",9,7,0.0867658448187554,1,0,0,1,TRUE
"739",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"740",0,4,4.76217882540983e-19,0,1,1,2,TRUE
"741",0,14,4.76217882540983e-19,1,0,0,1,TRUE
"742",0,2,4.76217882540983e-19,0,1,0,1,TRUE
"743",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"744",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"745",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"746",4,1,0.020263335125784,0,1,0,1,TRUE
"747",1,2,0.0282312208371612,1,1,0,2,TRUE
"748",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"749",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"750",4,1,0.0199022605281352,0,0,0,0,FALSE
"751",1,4,0.0469584079579423,0,0,0,0,FALSE
"752",1,0,0.00515543027729634,0,0,0,0,FALSE
"753",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"754",1,1,2.8633205644488e-19,0,0,0,0,FALSE
"755",0,8,4.76217882540983e-19,0,0,1,1,TRUE
"756",0,1,4.76217882540983e-19,1,0,0,1,TRUE
"757",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"758",1,2,0.0159995585356275,0,0,0,0,FALSE
"759",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"760",2,1,0,0,0,0,0,FALSE
"761",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"762",1,3,8.09722784185862e-19,0,0,0,0,FALSE
"763",1,2,8.29532695956578e-19,0,1,0,1,TRUE
"764",2,1,6.94766751019992e-19,1,0,0,1,TRUE
"765",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"766",0,2,4.76217882540983e-19,0,1,0,1,TRUE
"767",0,3,4.76217882540983e-19,0,0,0,0,FALSE
"768",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"769",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"770",0,6,4.76217882540983e-19,1,0,0,1,TRUE
"771",4,2,0.0767662100205336,0,1,0,1,TRUE
"772",2,0,0.0199626957070021,0,0,0,0,FALSE
"773",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"774",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"775",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"776",6,1,0.0335893843360132,0,0,1,1,TRUE
"777",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"778",1,1,4.1177860111184e-19,0,0,0,0,FALSE
"779",1,2,6.05914072590979e-19,0,0,0,0,FALSE
"780",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"781",4,1,0.00915953111683057,0,0,0,0,FALSE
"782",1,1,1.65686507869371e-18,0,0,0,0,FALSE
"783",1,6,4.93699644948715e-19,0,0,1,1,TRUE
"784",0,5,4.76217882540983e-19,0,0,0,0,FALSE
"785",8,0,0.0164727206450754,0,0,0,0,FALSE
"786",3,2,0.00111957789705748,0,0,0,0,FALSE
"787",3,1,0.00650544800789961,1,0,0,1,TRUE
"788",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"789",3,2,1.44539112144668e-18,0,0,0,0,FALSE
"790",1,1,1.09061637285872e-18,0,0,0,0,FALSE
"791",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"792",2,1,0.0199022605281352,0,0,0,0,FALSE
"793",2,1,0.0199022605281352,0,0,0,0,FALSE
"794",2,2,0.0199022605281352,0,0,0,0,FALSE
"795",3,1,0.0439188292482247,0,0,0,0,FALSE
"796",3,1,0.039128821085998,0,0,0,0,FALSE
"797",1,1,0.0177172478546799,1,0,0,1,TRUE
"798",2,1,0.0196623741907811,0,0,0,0,FALSE
"799",1,16,0.0177172478546799,0,0,0,0,FALSE
"800",1,1,9.07012049800454e-19,0,0,0,0,FALSE
"801",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"802",1,0,7.09022770434371e-19,0,0,0,0,FALSE
"803",1,5,8.3676761422692e-19,0,1,0,1,TRUE
"804",0,4,4.76217882540983e-19,0,0,0,0,FALSE
"805",1,0,1.53075390440471e-19,0,0,0,0,FALSE
"806",2,2,0.00915953111683058,0,0,0,0,FALSE
"807",3,1,0.0465835879256401,0,0,0,0,FALSE
"808",2,1,0.0266813273975049,0,0,0,0,FALSE
"809",2,1,0.0266813273975049,0,0,0,0,FALSE
"810",1,2,9.72208228024583e-19,0,0,0,0,FALSE
"811",0,2,4.76217882540983e-19,0,1,0,1,TRUE
"812",3,1,0.00915953111683058,0,0,0,0,FALSE
"813",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"814",1,1,9.67285721143474e-19,0,0,0,0,FALSE
"815",0,3,4.76217882540983e-19,0,0,0,0,FALSE
"816",0,3,4.76217882540983e-19,0,0,0,0,FALSE
"817",0,2,4.76217882540983e-19,0,0,1,1,TRUE
"818",5,1,3.18169077911437e-18,0,0,1,1,TRUE
"819",1,1,1.78635019724262e-18,0,0,1,1,TRUE
"820",1,1,1.50137153154601e-18,0,0,0,0,FALSE
"821",1,4,3.89995505572262e-20,0,0,0,0,FALSE
"822",1,8,6.74507379984304e-19,0,1,0,1,TRUE
"823",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"824",0,5,4.76217882540983e-19,0,0,1,1,TRUE
"825",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"826",1,1,6.47335572901255e-19,1,0,0,1,TRUE
"827",0,3,4.76217882540983e-19,0,0,0,0,FALSE
"828",3,1,2.08450759734358e-18,0,0,0,0,FALSE
"829",0,3,4.76217882540983e-19,0,0,0,0,FALSE
"830",0,1,4.76217882540983e-19,0,0,1,1,TRUE
"831",1,0,0.00903746728675689,0,0,0,0,FALSE
"832",0,1,4.76217882540983e-19,1,1,0,2,TRUE
"833",0,3,4.76217882540983e-19,0,1,1,2,TRUE
"834",1,7,0,0,0,0,0,FALSE
"835",0,3,4.76217882540983e-19,0,0,0,0,FALSE
"836",1,1,1.62580412640223e-18,0,0,0,0,FALSE
"837",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"838",1,3,1.23445960308356e-18,0,0,0,0,FALSE
"839",0,2,4.76217882540983e-19,0,1,1,2,TRUE
"840",2,1,3.71493547993846e-19,0,0,0,0,FALSE
"841",2,1,2.41649949950496e-19,1,0,0,1,TRUE
"842",1,2,6.37149571652062e-19,0,0,1,1,TRUE
"843",2,3,3.45381820558296e-19,0,0,0,0,FALSE
"844",2,0,0.0184080276783217,0,0,0,0,FALSE
"845",6,2,0.0813057606337266,0,0,1,1,TRUE
"846",3,10,0.052749641300444,0,0,1,1,TRUE
"847",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"848",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"849",0,10,4.76217882540983e-19,0,1,0,1,TRUE
"850",4,5,0.052749641300444,1,0,0,1,TRUE
"851",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"852",0,6,4.76217882540983e-19,0,1,1,2,TRUE
"853",1,1,4.97112292941607e-19,0,0,0,0,FALSE
"854",0,7,4.76217882540983e-19,0,1,0,1,TRUE
"855",2,1,0.0101977124707216,0,0,0,0,FALSE
"856",3,1,0.0368790398682265,0,0,0,0,FALSE
"857",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"858",1,1,5.84948035119583e-19,0,0,0,0,FALSE
"859",0,7,4.76217882540983e-19,0,0,0,0,FALSE
"860",0,5,4.76217882540983e-19,0,1,0,1,TRUE
"861",3,2,0.0210414287087054,0,0,0,0,FALSE
"862",3,7,0.0553446147846572,0,1,0,1,TRUE
"863",1,1,4.86650259281938e-19,0,0,0,0,FALSE
"864",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"865",0,5,4.76217882540983e-19,0,1,0,1,TRUE
"866",1,0,0.0199626957070021,0,0,0,0,FALSE
"867",1,1,6.25458084516518e-19,0,0,0,0,FALSE
"868",0,4,4.76217882540983e-19,0,1,0,1,TRUE
"869",2,1,0.0277797186992732,1,0,0,1,TRUE
"870",2,1,0.0277797186992732,0,0,0,0,FALSE
"871",1,2,6.41908784243975e-19,0,1,0,1,TRUE
"872",0,3,4.76217882540983e-19,0,1,1,2,TRUE
"873",0,3,4.76217882540983e-19,1,0,0,1,TRUE
"874",3,2,0.0233839285514235,0,0,0,0,FALSE
"875",1,3,1.61206388789241e-18,0,0,0,0,FALSE
"876",0,4,4.76217882540983e-19,0,1,0,1,TRUE
"877",1,5,1.77097765579233e-18,0,0,0,0,FALSE
"878",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"879",0,5,4.76217882540983e-19,1,0,0,1,TRUE
"880",0,8,4.76217882540983e-19,0,0,0,0,FALSE
"881",0,3,4.76217882540983e-19,0,0,1,1,TRUE
"882",0,3,4.76217882540983e-19,0,0,0,0,FALSE
"883",1,1,6.55093598187509e-19,0,0,0,0,FALSE
"884",0,4,4.76217882540983e-19,0,0,0,0,FALSE
"885",0,7,4.76217882540983e-19,0,0,1,1,TRUE
"886",0,5,4.76217882540983e-19,1,1,0,2,TRUE
"887",0,3,4.76217882540983e-19,0,1,0,1,TRUE
"888",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"889",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"890",0,3,4.76217882540983e-19,0,0,1,1,TRUE
"891",0,7,4.76217882540983e-19,0,0,0,0,FALSE
"892",0,2,4.76217882540983e-19,0,1,0,1,TRUE
"893",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"894",1,1,7.00961534797689e-19,0,0,0,0,FALSE
"895",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"896",1,3,3.33768674151305e-19,1,0,0,1,TRUE
"897",0,4,4.76217882540983e-19,0,0,1,1,TRUE
"898",1,1,1.01826942998553e-18,0,0,0,0,FALSE
"899",2,3,0.00125765193169627,0,0,1,1,TRUE
"900",2,23,0.0101977124707216,0,0,1,1,TRUE
"901",1,0,0.00111957789705748,0,0,0,0,FALSE
"902",2,1,0.00125765193169627,0,0,0,0,FALSE
"903",0,2,4.76217882540983e-19,0,0,0,0,FALSE
"904",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"905",3,1,0.0228488107212291,0,0,0,0,FALSE
"906",0,1,4.76217882540983e-19,0,0,0,0,FALSE
"907",0,11,4.76217882540983e-19,0,1,1,2,TRUE
"908",6,1,0.121910546349682,0,1,0,1,TRUE
"909",1,10,1.20687086760308e-18,0,1,0,1,TRUE
"910",0,1,4.76217882540983e-19,0,1,0,1,TRUE
"911",4,2,4.22574860104381e-18,1,1,0,2,TRUE
"912",0,8,4.76217882540983e-19,0,0,0,0,FALSE
"913",1,1,4.66241032938398e-19,0,0,0,0,FALSE
"914",0,2,4.76217882540983e-19,1,1,0,2,TRUE
"915",0,15,4.76217882540983e-19,1,0,0,1,TRUE
